epoch,itr,loss,loss-jepa,reg-loss,enc-grad-norm,pred-grad-norm,gpu-time(ms),wall-time(ms)
1,147,0.12960,0.12960,0.79688,0.00000,0.00000,902,928
1,148,0.11201,0.11201,0.79297,0.00000,0.00000,684,1690
1,149,0.10728,0.10728,0.79688,0.00000,0.00000,841,866
1,150,0.13094,0.13094,0.80078,0.00000,0.00000,756,1753
1,151,0.11731,0.11731,0.79688,0.00000,0.00000,948,974
1,152,0.12198,0.12198,0.80078,0.00000,0.00000,761,1694
1,153,0.13881,0.13881,0.79688,0.00000,0.00000,1152,1178
1,154,0.12299,0.12299,0.79688,0.00000,0.00000,741,1648
1,155,0.13242,0.13242,0.80078,0.00000,0.00000,1585,1610
1,156,0.10666,0.10666,0.80078,0.00000,0.00000,705,1333
1,157,0.12871,0.12871,0.80078,0.00000,0.00000,1728,1754
1,158,0.13016,0.13016,0.80078,0.00000,0.00000,795,1060
1,159,0.13535,0.13535,0.80078,0.00000,0.00000,1820,1846
1,160,0.12476,0.12476,0.80078,0.00000,0.00000,755,1030
1,161,0.12833,0.12833,0.80469,0.00000,0.00000,2021,2047
1,162,0.10547,0.10547,0.80469,0.00000,0.00000,775,1076
1,163,0.11050,0.11050,0.80859,0.00000,0.00000,2031,2056
1,164,0.12302,0.12302,0.80469,0.00000,0.00000,738,764
1,165,0.11704,0.11704,0.80469,0.00000,0.00000,2047,2073
1,166,0.12063,0.12063,0.80859,0.00000,0.00000,763,789
1,167,0.11122,0.11122,0.80859,0.00000,0.00000,2368,2394
1,168,0.11726,0.11726,0.80859,0.00000,0.00000,775,801
1,169,0.11954,0.11954,0.80859,0.00000,0.00000,1927,1953
1,170,0.12367,0.12367,0.80859,0.00000,0.00000,665,1015
1,171,0.12216,0.12216,0.81250,0.00000,0.00000,2015,2041
1,172,0.12113,0.12113,0.80859,0.00000,0.00000,849,1009
1,173,0.11584,0.11584,0.81250,0.00000,0.00000,1732,1757
1,174,0.12130,0.12130,0.81250,0.00000,0.00000,699,1033
1,175,0.10677,0.10677,0.81250,0.00000,0.00000,1717,1742
1,176,0.11781,0.11781,0.81641,0.00000,0.00000,775,1140
1,177,0.10308,0.10308,0.81250,0.00000,0.00000,2030,2056
1,178,0.13829,0.13829,0.81641,0.00000,0.00000,842,1277
1,179,0.10549,0.10549,0.81250,0.00000,0.00000,1732,1757
1,180,0.10722,0.10722,0.82031,0.00000,0.00000,762,2266
1,181,0.12100,0.12100,0.81641,0.00000,0.00000,795,821
1,182,0.12783,0.12783,0.81641,0.00000,0.00000,744,770
1,183,0.11360,0.11360,0.81641,0.00000,0.00000,789,815
1,184,0.11987,0.11987,0.81641,0.00000,0.00000,822,848
1,185,0.11061,0.11061,0.81641,0.00000,0.00000,805,831
1,186,0.09775,0.09775,0.81250,0.00000,0.00000,792,817
1,187,0.10859,0.10859,0.82031,0.00000,0.00000,785,811
1,188,0.11817,0.11817,0.82031,0.00000,0.00000,753,779
1,189,0.11280,0.11280,0.82031,0.00000,0.00000,746,772
1,190,0.12296,0.12296,0.81641,0.00000,0.00000,778,804
1,191,0.15336,0.15336,0.82031,0.00000,0.00000,720,746
1,192,0.12423,0.12423,0.82031,0.00000,0.00000,759,784
1,193,0.10535,0.10535,0.82031,0.00000,0.00000,775,801
1,194,0.13102,0.13102,0.82031,0.00000,0.00000,758,783
1,195,0.12917,0.12917,0.82031,0.00000,0.00000,768,794
1,196,0.11525,0.11525,0.82031,0.00000,0.00000,811,837
1,197,0.13406,0.13406,0.82031,0.00000,0.00000,780,806
1,198,0.12813,0.12813,0.82422,0.00000,0.00000,729,755
1,199,0.11771,0.11771,0.82422,0.00000,0.00000,800,826
1,200,0.11651,0.11651,0.82422,0.00000,0.00000,749,775
1,201,0.12965,0.12965,0.82812,0.00000,0.00000,778,804
1,202,0.13765,0.13765,0.82422,0.00000,0.00000,806,832
1,203,0.13011,0.13011,0.82031,0.00000,0.00000,800,826
1,204,0.11135,0.11135,0.82422,0.00000,0.00000,764,790
1,205,0.11971,0.11971,0.82422,0.00000,0.00000,749,775
1,206,0.11296,0.11296,0.82812,0.00000,0.00000,730,755
1,207,0.11585,0.11585,0.82422,0.00000,0.00000,738,764
1,208,0.12112,0.12112,0.82812,0.00000,0.00000,766,791
1,209,0.13912,0.13912,0.82812,0.00000,0.00000,757,782
1,210,0.13435,0.13435,0.82812,0.00000,0.00000,776,802
1,211,0.11541,0.11541,0.82812,0.00000,0.00000,829,855
1,212,0.12072,0.12072,0.82812,0.00000,0.00000,784,810
1,213,0.12287,0.12287,0.82812,0.00000,0.00000,931,956
1,214,0.11743,0.11743,0.83203,0.00000,0.00000,758,784
1,215,0.12182,0.12182,0.82812,0.00000,0.00000,810,835
1,216,0.12282,0.12282,0.82812,0.00000,0.00000,757,783
1,217,0.12716,0.12716,0.82812,0.00000,0.00000,795,821
1,218,0.14911,0.14911,0.82812,0.00000,0.00000,765,791
1,219,0.11663,0.11663,0.83203,0.00000,0.00000,747,773
1,220,0.13487,0.13487,0.83203,0.00000,0.00000,768,794
1,221,0.11311,0.11311,0.83203,0.00000,0.00000,761,787
1,222,0.13620,0.13620,0.83203,0.00000,0.00000,765,790
1,223,0.10701,0.10701,0.83203,0.00000,0.00000,738,764
1,224,0.11872,0.11872,0.82812,0.00000,0.00000,755,781
1,225,0.12910,0.12910,0.83203,0.00000,0.00000,752,778
1,226,0.13216,0.13216,0.83203,0.00000,0.00000,751,777
1,227,0.11978,0.11978,0.83203,0.00000,0.00000,739,765
1,228,0.12021,0.12021,0.83594,0.00000,0.00000,723,749
1,229,0.10790,0.10790,0.83594,0.00000,0.00000,763,789
1,230,0.11106,0.11106,0.83203,0.00000,0.00000,799,825
1,231,0.12873,0.12873,0.83203,0.00000,0.00000,794,820
1,232,0.10564,0.10564,0.83594,0.00000,0.00000,743,768
1,233,0.13459,0.13459,0.83203,0.00000,0.00000,763,789
1,234,0.12287,0.12287,0.83594,0.00000,0.00000,751,776
1,235,0.12354,0.12354,0.83203,0.00000,0.00000,801,826
1,236,0.11074,0.11074,0.83594,0.00000,0.00000,770,796
1,237,0.12563,0.12563,0.83594,0.00000,0.00000,780,806
1,238,0.11342,0.11342,0.83203,0.00000,0.00000,751,777
1,239,0.12227,0.12227,0.83984,0.00000,0.00000,761,787
1,240,0.13191,0.13191,0.83594,0.00000,0.00000,791,817
1,241,0.11794,0.11794,0.83984,0.00000,0.00000,770,796
1,242,0.13533,0.13533,0.83984,0.00000,0.00000,730,755
1,243,0.12612,0.12612,0.83984,0.00000,0.00000,770,796
1,244,0.12090,0.12090,0.83594,0.00000,0.00000,790,816
1,245,0.12122,0.12122,0.83594,0.00000,0.00000,797,822
1,246,0.13143,0.13143,0.83594,0.00000,0.00000,760,785
1,247,0.11189,0.11189,0.83594,0.00000,0.00000,776,801
1,248,0.11004,0.11004,0.83984,0.00000,0.00000,835,860
1,249,0.10970,0.10970,0.83594,0.00000,0.00000,826,851
1,250,0.13595,0.13595,0.83594,0.00000,0.00000,779,805
1,251,0.14630,0.14630,0.83984,0.00000,0.00000,798,823
1,252,0.11934,0.11934,0.83984,0.00000,0.00000,757,782
1,253,0.12853,0.12853,0.83984,0.00000,0.00000,786,811
1,254,0.11972,0.11972,0.83984,0.00000,0.00000,768,794
1,255,0.13942,0.13942,0.83984,0.00000,0.00000,742,768
1,256,0.13199,0.13199,0.84375,0.00000,0.00000,752,778
1,257,0.13847,0.13847,0.83594,0.00000,0.00000,816,841
1,258,0.10904,0.10904,0.83984,0.00000,0.00000,789,815
1,259,0.12828,0.12828,0.83984,0.00000,0.00000,795,821
1,260,0.11479,0.11479,0.83984,0.00000,0.00000,780,806
1,261,0.10548,0.10548,0.83984,0.00000,0.00000,800,826
1,262,0.13998,0.13998,0.83984,0.00000,0.00000,778,804
1,263,0.13479,0.13479,0.84375,0.00000,0.00000,733,759
1,264,0.11019,0.11019,0.83984,0.00000,0.00000,774,799
1,265,0.11740,0.11740,0.83984,0.00000,0.00000,751,777
1,266,0.11181,0.11181,0.84375,0.00000,0.00000,762,788
1,267,0.11324,0.11324,0.84375,0.00000,0.00000,761,787
1,268,0.12472,0.12472,0.83984,0.00000,0.00000,770,796
1,269,0.13203,0.13203,0.83984,0.00000,0.00000,791,817
1,270,0.11923,0.11923,0.84375,0.00000,0.00000,838,864
1,271,0.14011,0.14011,0.84375,0.00000,0.00000,733,759
1,272,0.11710,0.11710,0.83984,0.00000,0.00000,776,802
1,273,0.12384,0.12384,0.84375,0.00000,0.00000,804,830
1,274,0.11787,0.11787,0.84375,0.00000,0.00000,766,792
1,275,0.12541,0.12541,0.83984,0.00000,0.00000,812,838
1,276,0.11894,0.11894,0.84375,0.00000,0.00000,802,828
1,277,0.13112,0.13112,0.84375,0.00000,0.00000,720,746
1,278,0.11985,0.11985,0.84375,0.00000,0.00000,792,818
1,279,0.12957,0.12957,0.84375,0.00000,0.00000,769,794
1,280,0.14490,0.14490,0.83984,0.00000,0.00000,779,804
1,281,0.11003,0.11003,0.84766,0.00000,0.00000,792,817
1,282,0.12045,0.12045,0.85156,0.00000,0.00000,784,810
1,283,0.11819,0.11819,0.84375,0.00000,0.00000,744,769
1,284,0.15214,0.15214,0.84766,0.00000,0.00000,789,814
1,285,0.14040,0.14040,0.84375,0.00000,0.00000,782,807
1,286,0.13477,0.13477,0.84375,0.00000,0.00000,763,788
1,287,0.12862,0.12862,0.84375,0.00000,0.00000,778,803
1,288,0.13536,0.13536,0.84375,0.00000,0.00000,751,776
1,289,0.11936,0.11936,0.84766,0.00000,0.00000,741,767
1,290,0.13897,0.13897,0.85156,0.00000,0.00000,712,737
1,291,0.12542,0.12542,0.84375,0.00000,0.00000,742,767
1,292,0.13313,0.13313,0.84375,0.00000,0.00000,779,805
1,293,0.12573,0.12573,0.84375,0.00000,0.00000,760,786
1,294,0.11973,0.11973,0.84375,0.00000,0.00000,785,811
1,295,0.12307,0.12307,0.84375,0.00000,0.00000,744,769
1,296,0.14561,0.14561,0.84766,0.00000,0.00000,815,840
1,297,0.12041,0.12041,0.84766,0.00000,0.00000,744,770
1,298,0.14228,0.14228,0.84766,0.00000,0.00000,774,800
1,299,0.14977,0.14977,0.84766,0.00000,0.00000,771,796
2,0,0.10296,0.10296,0.84766,0.00000,0.00000,781,807
2,1,0.13901,0.13901,0.84766,0.00000,0.00000,815,841
2,2,0.14119,0.14119,0.84766,0.00000,0.00000,756,782
2,3,0.16010,0.16010,0.84375,0.00000,0.00000,771,796
2,4,0.12243,0.12243,0.84766,0.00000,0.00000,773,799
2,5,0.13091,0.13091,0.84766,0.00000,0.00000,773,798
2,6,0.14595,0.14595,0.84766,0.00000,0.00000,758,783
2,7,0.13936,0.13936,0.84766,0.00000,0.00000,741,767
2,8,0.11652,0.11652,0.84375,0.00000,0.00000,782,808
2,9,0.12303,0.12303,0.84766,0.00000,0.00000,727,753
2,10,0.12214,0.12214,0.84766,0.00000,0.00000,762,787
2,11,0.12910,0.12910,0.84766,0.00000,0.00000,785,811
2,12,0.15245,0.15245,0.84766,0.00000,0.00000,776,802
2,13,0.13943,0.13943,0.84375,0.00000,0.00000,792,817
2,14,0.12312,0.12312,0.84766,0.00000,0.00000,728,754
2,15,0.13832,0.13832,0.85156,0.00000,0.00000,767,793
2,16,0.11313,0.11313,0.84375,0.00000,0.00000,753,779
2,17,0.14794,0.14794,0.84766,0.00000,0.00000,784,810
2,18,0.10127,0.10127,0.85156,0.00000,0.00000,764,790
2,19,0.14759,0.14759,0.85156,0.00000,0.00000,801,827
2,20,0.12783,0.12783,0.85156,0.00000,0.00000,796,822
2,21,0.11507,0.11507,0.84766,0.00000,0.00000,754,779
2,22,0.15428,0.15428,0.85156,0.00000,0.00000,748,774
2,23,0.13894,0.13894,0.85156,0.00000,0.00000,741,767
2,24,0.13502,0.13502,0.85156,0.00000,0.00000,740,766
2,25,0.12972,0.12972,0.85156,0.00000,0.00000,759,785
2,26,0.13228,0.13228,0.85547,0.00000,0.00000,715,741
2,27,0.13430,0.13430,0.85156,0.00000,0.00000,739,764
2,28,0.12775,0.12775,0.85156,0.00000,0.00000,754,780
2,29,0.11046,0.11046,0.85156,0.00000,0.00000,737,762
2,30,0.14373,0.14373,0.85156,0.00000,0.00000,738,764
2,31,0.12922,0.12922,0.85156,0.00000,0.00000,745,771
2,32,0.14158,0.14158,0.85156,0.00000,0.00000,787,813
2,33,0.14399,0.14399,0.84766,0.00000,0.00000,739,765
2,34,0.12829,0.12829,0.85156,0.00000,0.00000,778,803
2,35,0.13166,0.13166,0.84766,0.00000,0.00000,760,786
2,36,0.11747,0.11747,0.84766,0.00000,0.00000,769,794
2,37,0.13419,0.13419,0.85547,0.00000,0.00000,785,810
2,38,0.14133,0.14133,0.85156,0.00000,0.00000,771,797
2,39,0.17356,0.17356,0.84766,0.00000,0.00000,784,810
2,40,0.14685,0.14685,0.85156,0.00000,0.00000,717,743
2,41,0.13087,0.13087,0.85547,0.00000,0.00000,770,796
2,42,0.11499,0.11499,0.85547,0.00000,0.00000,765,790
2,43,0.12296,0.12296,0.85547,0.00000,0.00000,783,809
2,44,0.11595,0.11595,0.85156,0.00000,0.00000,806,832
2,45,0.12114,0.12114,0.85547,0.00000,0.00000,770,796
2,46,0.13439,0.13439,0.85156,0.00000,0.00000,805,831
2,47,0.12387,0.12387,0.85156,0.00000,0.00000,730,756
2,48,0.12922,0.12922,0.85547,0.00000,0.00000,815,841
2,49,0.13737,0.13737,0.85156,0.00000,0.00000,782,808
2,50,0.11443,0.11443,0.85547,0.00000,0.00000,782,808
2,51,0.17232,0.17232,0.85547,0.00000,0.00000,772,798
2,52,0.13638,0.13638,0.85156,0.00000,0.00000,754,779
2,53,0.13375,0.13375,0.85547,0.00000,0.00000,730,755
2,54,0.13640,0.13640,0.85156,0.00000,0.00000,774,800
2,55,0.12036,0.12036,0.85547,0.00000,0.00000,799,824
2,56,0.14954,0.14954,0.85547,0.00000,0.00000,732,758
2,57,0.12798,0.12798,0.85156,0.00000,0.00000,770,796
2,58,0.14956,0.14956,0.85156,0.00000,0.00000,716,742
2,59,0.13272,0.13272,0.85547,0.00000,0.00000,798,824
2,60,0.14596,0.14596,0.85547,0.00000,0.00000,731,2066
2,61,0.13522,0.13522,0.85547,0.00000,0.00000,770,795
2,62,0.14198,0.14198,0.85156,0.00000,0.00000,786,812
2,63,0.14900,0.14900,0.85156,0.00000,0.00000,780,806
2,64,0.16342,0.16342,0.85547,0.00000,0.00000,749,775
2,65,0.16213,0.16213,0.85547,0.00000,0.00000,758,784
2,66,0.12684,0.12684,0.85547,0.00000,0.00000,774,799
2,67,0.14675,0.14675,0.85547,0.00000,0.00000,726,751
2,68,0.14462,0.14462,0.85547,0.00000,0.00000,686,712
2,69,0.12102,0.12102,0.85156,0.00000,0.00000,757,782
2,70,0.12890,0.12890,0.85547,0.00000,0.00000,756,781
2,71,0.15657,0.15657,0.85156,0.00000,0.00000,759,785
2,72,0.13211,0.13211,0.85156,0.00000,0.00000,741,767
2,73,0.14214,0.14214,0.85547,0.00000,0.00000,778,804
2,74,0.12733,0.12733,0.85547,0.00000,0.00000,729,755
2,75,0.14707,0.14707,0.85156,0.00000,0.00000,721,747
2,76,0.13514,0.13514,0.85156,0.00000,0.00000,792,818
2,77,0.15638,0.15638,0.85938,0.00000,0.00000,766,791
2,78,0.11870,0.11870,0.85938,0.00000,0.00000,747,772
2,79,0.12892,0.12892,0.85547,0.00000,0.00000,730,756
2,80,0.13399,0.13399,0.85156,0.00000,0.00000,802,828
2,81,0.13663,0.13663,0.84375,0.00000,0.00000,798,824
2,82,0.14965,0.14965,0.85547,0.00000,0.00000,763,789
2,83,0.15178,0.15178,0.85938,0.00000,0.00000,803,829
2,84,0.14782,0.14782,0.85547,0.00000,0.00000,772,798
2,85,0.14091,0.14091,0.85547,0.00000,0.00000,788,814
2,86,0.13476,0.13476,0.85156,0.00000,0.00000,790,816
2,87,0.15023,0.15023,0.85156,0.00000,0.00000,790,816
2,88,0.13855,0.13855,0.85938,0.00000,0.00000,760,786
2,89,0.13886,0.13886,0.85156,0.00000,0.00000,799,825
2,90,0.16157,0.16157,0.85547,0.00000,0.00000,786,812
2,91,0.13856,0.13856,0.85547,0.00000,0.00000,772,798
2,92,0.16584,0.16584,0.85156,0.00000,0.00000,739,765
2,93,0.13471,0.13471,0.84766,0.00000,0.00000,781,806
2,94,0.13664,0.13664,0.85938,0.00000,0.00000,731,757
2,95,0.12499,0.12499,0.85547,0.00000,0.00000,774,800
2,96,0.13266,0.13266,0.85156,0.00000,0.00000,794,820
2,97,0.14634,0.14634,0.85156,0.00000,0.00000,767,793
2,98,0.13498,0.13498,0.85547,0.00000,0.00000,757,783
2,99,0.14865,0.14865,0.85547,0.00000,0.00000,779,805
2,100,0.15610,0.15610,0.85156,0.00000,0.00000,797,823
2,101,0.16137,0.16137,0.84766,0.00000,0.00000,785,811
2,102,0.17231,0.17231,0.85547,0.00000,0.00000,728,754
2,103,0.12938,0.12938,0.85156,0.00000,0.00000,785,811
2,104,0.14352,0.14352,0.85938,0.00000,0.00000,816,842
2,105,0.12656,0.12656,0.85547,0.00000,0.00000,765,791
2,106,0.14746,0.14746,0.85938,0.00000,0.00000,818,844
2,107,0.15729,0.15729,0.85547,0.00000,0.00000,795,821
2,108,0.14812,0.14812,0.85547,0.00000,0.00000,722,747
2,109,0.16163,0.16163,0.85156,0.00000,0.00000,750,776
2,110,0.14348,0.14348,0.85547,0.00000,0.00000,756,782
2,111,0.15210,0.15210,0.85547,0.00000,0.00000,789,815
2,112,0.15021,0.15021,0.85156,0.00000,0.00000,742,768
2,113,0.14431,0.14431,0.85547,0.00000,0.00000,750,776
2,114,0.13579,0.13579,0.85547,0.00000,0.00000,809,835
