epoch,itr,loss,loss-jepa,reg-loss,enc-grad-norm,pred-grad-norm,gpu-time(ms),wall-time(ms)
16,11,0.35026,0.35026,0.49414,0.00000,0.00000,744,770
16,12,0.35295,0.35295,0.48633,0.00000,0.00000,1050,1076
16,13,0.32871,0.32871,0.47852,0.00000,0.00000,751,777
16,14,0.33284,0.33284,0.49414,0.00000,0.00000,767,793
16,15,0.37614,0.37614,0.49219,0.00000,0.00000,674,700
16,16,0.33936,0.33936,0.48633,0.00000,0.00000,736,761
16,17,0.35042,0.35042,0.46484,0.00000,0.00000,780,805
16,18,0.33904,0.33904,0.47070,0.00000,0.00000,757,782
16,19,0.36509,0.36509,0.49219,0.00000,0.00000,762,787
16,20,0.34348,0.34348,0.48242,0.00000,0.00000,793,819
16,21,0.33546,0.33546,0.48633,0.00000,0.00000,769,795
16,22,0.35352,0.35352,0.48047,0.00000,0.00000,710,736
16,23,0.36562,0.36562,0.48438,0.00000,0.00000,734,760
16,24,0.34538,0.34538,0.46680,0.00000,0.00000,706,732
16,25,0.33256,0.33256,0.47266,0.00000,0.00000,761,787
16,26,0.34939,0.34939,0.49023,0.00000,0.00000,702,727
epoch,itr,loss,loss-jepa,reg-loss,enc-grad-norm,pred-grad-norm,gpu-time(ms),wall-time(ms)
16,0,0.33911,0.33911,0.47461,0.00000,0.00000,2937,5622
16,1,0.34268,0.34268,0.48438,0.00000,0.00000,778,804
16,2,0.34416,0.34416,0.48438,0.00000,0.00000,826,852
16,3,0.32261,0.32261,0.48242,0.00000,0.00000,797,823
16,4,0.33521,0.33521,0.49219,0.00000,0.00000,778,803
16,5,0.33609,0.33609,0.48633,0.00000,0.00000,780,806
16,6,0.33884,0.33884,0.50391,0.00000,0.00000,772,798
epoch,itr,loss,loss-jepa,reg-loss,enc-grad-norm,pred-grad-norm,gpu-time(ms),wall-time(ms)
16,0,0.35481,0.35481,0.48047,0.00000,0.00000,3699,5677
16,1,0.31673,0.31673,0.47656,0.00000,0.00000,779,804
16,2,0.33351,0.33351,0.48047,0.00000,0.00000,815,840
16,3,0.32265,0.32265,0.49219,0.00000,0.00000,795,821
16,4,0.33530,0.33530,0.49609,0.00000,0.00000,738,764
16,5,0.34198,0.34198,0.49219,0.00000,0.00000,773,798
16,6,0.30125,0.30125,0.47461,0.00000,0.00000,772,797
16,7,0.33639,0.33639,0.47266,0.00000,0.00000,744,770
16,8,0.33782,0.33782,0.46680,0.00000,0.00000,796,821
16,9,0.33537,0.33537,0.47656,0.00000,0.00000,851,877
16,10,0.36811,0.36811,0.49219,0.00000,0.00000,737,763
16,11,0.33960,0.33960,0.49023,0.00000,0.00000,747,773
16,12,0.35335,0.35335,0.48828,0.00000,0.00000,1064,1090
16,13,0.32966,0.32966,0.47852,0.00000,0.00000,740,766
16,14,0.33022,0.33022,0.49219,0.00000,0.00000,764,790
16,15,0.37839,0.37839,0.49609,0.00000,0.00000,672,698
16,16,0.35106,0.35106,0.49023,0.00000,0.00000,737,762
16,17,0.34682,0.34682,0.46289,0.00000,0.00000,781,806
16,18,0.33859,0.33859,0.47070,0.00000,0.00000,788,813
16,19,0.34617,0.34617,0.48828,0.00000,0.00000,763,789
16,20,0.34853,0.34853,0.48828,0.00000,0.00000,759,785
16,21,0.33204,0.33204,0.48633,0.00000,0.00000,763,789
16,22,0.35489,0.35489,0.48242,0.00000,0.00000,759,784
16,23,0.37164,0.37164,0.48242,0.00000,0.00000,730,756
16,24,0.35470,0.35470,0.47656,0.00000,0.00000,751,776
16,25,0.33380,0.33380,0.47461,0.00000,0.00000,765,791
16,26,0.35128,0.35128,0.49219,0.00000,0.00000,724,750
16,27,0.32878,0.32878,0.47461,0.00000,0.00000,808,834
16,28,0.35823,0.35823,0.48047,0.00000,0.00000,739,765
16,29,0.36049,0.36049,0.49609,0.00000,0.00000,748,774
16,30,0.33984,0.33984,0.50000,0.00000,0.00000,757,782
16,31,0.35041,0.35041,0.51172,0.00000,0.00000,772,798
16,32,0.35787,0.35787,0.47656,0.00000,0.00000,873,899
16,33,0.35300,0.35300,0.48828,0.00000,0.00000,796,822
16,34,0.35306,0.35306,0.47852,0.00000,0.00000,785,811
16,35,0.32209,0.32209,0.47070,0.00000,0.00000,837,863
16,36,0.37387,0.37387,0.49609,0.00000,0.00000,736,762
16,37,0.34688,0.34688,0.47852,0.00000,0.00000,743,769
16,38,0.33717,0.33717,0.48633,0.00000,0.00000,769,795
16,39,0.34913,0.34913,0.48438,0.00000,0.00000,739,765
16,40,0.36498,0.36498,0.48438,0.00000,0.00000,786,812
16,41,0.34248,0.34248,0.46484,0.00000,0.00000,772,798
16,42,0.32352,0.32352,0.46484,0.00000,0.00000,805,831
16,43,0.32357,0.32357,0.46875,0.00000,0.00000,813,839
16,44,0.33538,0.33538,0.49023,0.00000,0.00000,771,797
16,45,0.31974,0.31974,0.48438,0.00000,0.00000,768,794
16,46,0.34858,0.34858,0.49023,0.00000,0.00000,738,763
16,47,0.34622,0.34622,0.48633,0.00000,0.00000,797,823
16,48,0.33793,0.33793,0.47070,0.00000,0.00000,753,778
16,49,0.36488,0.36488,0.49023,0.00000,0.00000,751,777
16,50,0.35942,0.35942,0.47070,0.00000,0.00000,753,778
16,51,0.34593,0.34593,0.47070,0.00000,0.00000,801,827
16,52,0.39644,0.39644,0.50000,0.00000,0.00000,773,799
16,53,0.34690,0.34690,0.47461,0.00000,0.00000,767,792
16,54,0.38175,0.38175,0.49805,0.00000,0.00000,709,734
16,55,0.35978,0.35978,0.49023,0.00000,0.00000,769,795
16,56,0.35488,0.35488,0.48438,0.00000,0.00000,802,828
16,57,0.35076,0.35076,0.49609,0.00000,0.00000,784,809
16,58,0.35857,0.35857,0.49805,0.00000,0.00000,749,775
16,59,0.36112,0.36112,0.48242,0.00000,0.00000,779,805
16,60,0.34459,0.34459,0.48047,0.00000,0.00000,758,784
16,61,0.35531,0.35531,0.48242,0.00000,0.00000,748,773
16,62,0.33245,0.33245,0.47461,0.00000,0.00000,769,795
16,63,0.31002,0.31002,0.46484,0.00000,0.00000,847,872
16,64,0.33017,0.33017,0.49023,0.00000,0.00000,786,812
16,65,0.32371,0.32371,0.46680,0.00000,0.00000,779,804
16,66,0.33991,0.33991,0.46680,0.00000,0.00000,742,768
16,67,0.36612,0.36612,0.49219,0.00000,0.00000,736,762
16,68,0.35714,0.35714,0.48633,0.00000,0.00000,748,773
16,69,0.32866,0.32866,0.48242,0.00000,0.00000,777,803
16,70,0.36206,0.36206,0.48633,0.00000,0.00000,745,771
16,71,0.33985,0.33985,0.47461,0.00000,0.00000,775,801
16,72,0.34312,0.34312,0.49023,0.00000,0.00000,731,756
16,73,0.32294,0.32294,0.48047,0.00000,0.00000,742,768
16,74,0.36477,0.36477,0.48242,0.00000,0.00000,775,801
16,75,0.34806,0.34806,0.46875,0.00000,0.00000,782,808
16,76,0.36011,0.36011,0.48633,0.00000,0.00000,742,768
16,77,0.35585,0.35585,0.47070,0.00000,0.00000,835,861
16,78,0.33040,0.33040,0.48047,0.00000,0.00000,721,746
16,79,0.37380,0.37380,0.48633,0.00000,0.00000,726,752
16,80,0.33365,0.33365,0.48242,0.00000,0.00000,734,760
16,81,0.32349,0.32349,0.48828,0.00000,0.00000,758,784
16,82,0.33277,0.33277,0.48047,0.00000,0.00000,769,795
16,83,0.33581,0.33581,0.47852,0.00000,0.00000,753,778
16,84,0.38675,0.38675,0.48438,0.00000,0.00000,746,772
16,85,0.33994,0.33994,0.49023,0.00000,0.00000,737,763
16,86,0.32919,0.32919,0.48828,0.00000,0.00000,698,724
16,87,0.34432,0.34432,0.49023,0.00000,0.00000,740,766
16,88,0.33390,0.33390,0.48633,0.00000,0.00000,739,765
16,89,0.31815,0.31815,0.47852,0.00000,0.00000,790,816
16,90,0.33189,0.33189,0.47461,0.00000,0.00000,814,840
16,91,0.34434,0.34434,0.48438,0.00000,0.00000,809,834
16,92,0.36942,0.36942,0.49414,0.00000,0.00000,759,785
16,93,0.34534,0.34534,0.49023,0.00000,0.00000,759,785
16,94,0.34097,0.34097,0.47461,0.00000,0.00000,803,829
16,95,0.34964,0.34964,0.47266,0.00000,0.00000,802,827
16,96,0.32007,0.32007,0.48047,0.00000,0.00000,786,812
16,97,0.34315,0.34315,0.47266,0.00000,0.00000,795,821
16,98,0.33517,0.33517,0.47070,0.00000,0.00000,718,744
16,99,0.31672,0.31672,0.47070,0.00000,0.00000,764,790
16,100,0.35624,0.35624,0.47656,0.00000,0.00000,767,792
16,101,0.34413,0.34413,0.47656,0.00000,0.00000,976,1002
16,102,0.36193,0.36193,0.49219,0.00000,0.00000,834,860
16,103,0.34245,0.34245,0.48438,0.00000,0.00000,778,803
16,104,0.33038,0.33038,0.49023,0.00000,0.00000,774,800
16,105,0.34212,0.34212,0.47266,0.00000,0.00000,761,787
16,106,0.32319,0.32319,0.48047,0.00000,0.00000,747,773
16,107,0.33930,0.33930,0.46289,0.00000,0.00000,772,798
16,108,0.33044,0.33044,0.46289,0.00000,0.00000,770,796
16,109,0.31525,0.31525,0.45703,0.00000,0.00000,809,835
16,110,0.36823,0.36823,0.48242,0.00000,0.00000,771,796
16,111,0.35823,0.35823,0.48047,0.00000,0.00000,826,852
16,112,0.32840,0.32840,0.48047,0.00000,0.00000,759,785
16,113,0.34138,0.34138,0.48633,0.00000,0.00000,731,757
16,114,0.35962,0.35962,0.48047,0.00000,0.00000,749,775
16,115,0.33985,0.33985,0.47852,0.00000,0.00000,768,794
16,116,0.34292,0.34292,0.47656,0.00000,0.00000,800,826
16,117,0.31180,0.31180,0.46680,0.00000,0.00000,814,839
16,118,0.36264,0.36264,0.48242,0.00000,0.00000,747,773
16,119,0.35410,0.35410,0.47461,0.00000,0.00000,783,809
16,120,0.33685,0.33685,0.46875,0.00000,0.00000,792,818
16,121,0.34713,0.34713,0.47656,0.00000,0.00000,730,755
16,122,0.35230,0.35230,0.48633,0.00000,0.00000,761,787
16,123,0.33718,0.33718,0.46875,0.00000,0.00000,777,803
16,124,0.35673,0.35673,0.48633,0.00000,0.00000,774,800
16,125,0.32232,0.32232,0.47070,0.00000,0.00000,765,791
16,126,0.31868,0.31868,0.46875,0.00000,0.00000,816,842
16,127,0.32306,0.32306,0.47461,0.00000,0.00000,767,793
16,128,0.33901,0.33901,0.49023,0.00000,0.00000,707,732
16,129,0.33159,0.33159,0.48047,0.00000,0.00000,781,806
16,130,0.36876,0.36876,0.49414,0.00000,0.00000,727,752
16,131,0.36722,0.36722,0.49805,0.00000,0.00000,782,808
16,132,0.35915,0.35915,0.48438,0.00000,0.00000,740,766
16,133,0.34507,0.34507,0.48633,0.00000,0.00000,761,786
16,134,0.34401,0.34401,0.47070,0.00000,0.00000,823,848
16,135,0.36631,0.36631,0.47656,0.00000,0.00000,727,2519
16,136,0.35250,0.35250,0.48828,0.00000,0.00000,797,823
16,137,0.34108,0.34108,0.47852,0.00000,0.00000,761,787
16,138,0.33604,0.33604,0.48633,0.00000,0.00000,785,810
16,139,0.35355,0.35355,0.49609,0.00000,0.00000,747,772
16,140,0.34472,0.34472,0.45508,0.00000,0.00000,791,817
16,141,0.34879,0.34879,0.46680,0.00000,0.00000,812,838
16,142,0.31530,0.31530,0.46289,0.00000,0.00000,794,820
16,143,0.36229,0.36229,0.48438,0.00000,0.00000,723,748
16,144,0.34625,0.34625,0.49023,0.00000,0.00000,729,755
16,145,0.33220,0.33220,0.46875,0.00000,0.00000,735,761
16,146,0.34278,0.34278,0.48242,0.00000,0.00000,761,787
16,147,0.32406,0.32406,0.48047,0.00000,0.00000,747,773
16,148,0.32046,0.32046,0.48633,0.00000,0.00000,788,814
16,149,0.36048,0.36048,0.47266,0.00000,0.00000,761,787
16,150,0.34817,0.34817,0.49414,0.00000,0.00000,759,785
16,151,0.34332,0.34332,0.48438,0.00000,0.00000,738,764
16,152,0.32996,0.32996,0.47852,0.00000,0.00000,808,834
16,153,0.31679,0.31679,0.47656,0.00000,0.00000,791,816
16,154,0.36887,0.36887,0.48828,0.00000,0.00000,787,813
16,155,0.33433,0.33433,0.46875,0.00000,0.00000,775,800
16,156,0.31790,0.31790,0.47266,0.00000,0.00000,764,790
16,157,0.35439,0.35439,0.49414,0.00000,0.00000,793,819
16,158,0.32758,0.32758,0.48438,0.00000,0.00000,826,852
16,159,0.34099,0.34099,0.49219,0.00000,0.00000,750,775
16,160,0.33838,0.33838,0.48242,0.00000,0.00000,792,818
16,161,0.37375,0.37375,0.48242,0.00000,0.00000,791,817
16,162,0.34914,0.34914,0.47852,0.00000,0.00000,820,846
16,163,0.34302,0.34302,0.47656,0.00000,0.00000,734,760
16,164,0.34731,0.34731,0.49023,0.00000,0.00000,776,801
16,165,0.33924,0.33924,0.46680,0.00000,0.00000,789,815
16,166,0.34403,0.34403,0.48438,0.00000,0.00000,785,811
16,167,0.37224,0.37224,0.49023,0.00000,0.00000,742,767
16,168,0.32972,0.32972,0.46680,0.00000,0.00000,778,804
16,169,0.35814,0.35814,0.46875,0.00000,0.00000,809,835
16,170,0.35024,0.35024,0.47266,0.00000,0.00000,743,769
16,171,0.33018,0.33018,0.48242,0.00000,0.00000,749,775
16,172,0.31617,0.31617,0.46484,0.00000,0.00000,817,842
16,173,0.33358,0.33358,0.47461,0.00000,0.00000,793,819
16,174,0.36878,0.36878,0.47852,0.00000,0.00000,769,795
16,175,0.35960,0.35960,0.48242,0.00000,0.00000,764,790
16,176,0.32593,0.32593,0.49023,0.00000,0.00000,773,798
16,177,0.30706,0.30706,0.47266,0.00000,0.00000,802,828
16,178,0.33058,0.33058,0.48438,0.00000,0.00000,767,792
16,179,0.32964,0.32964,0.46484,0.00000,0.00000,789,815
16,180,0.36562,0.36562,0.48438,0.00000,0.00000,724,750
16,181,0.38505,0.38505,0.49023,0.00000,0.00000,763,789
16,182,0.33720,0.33720,0.49023,0.00000,0.00000,817,843
16,183,0.37214,0.37214,0.49805,0.00000,0.00000,759,784
16,184,0.31372,0.31372,0.46875,0.00000,0.00000,770,796
16,185,0.34498,0.34498,0.48047,0.00000,0.00000,794,820
16,186,0.34318,0.34318,0.46680,0.00000,0.00000,817,843
16,187,0.31081,0.31081,0.46680,0.00000,0.00000,790,815
16,188,0.34809,0.34809,0.48828,0.00000,0.00000,776,802
16,189,0.36630,0.36630,0.48633,0.00000,0.00000,760,785
16,190,0.31605,0.31605,0.47266,0.00000,0.00000,803,828
16,191,0.35441,0.35441,0.48438,0.00000,0.00000,784,809
16,192,0.34047,0.34047,0.47070,0.00000,0.00000,802,828
16,193,0.34220,0.34220,0.47656,0.00000,0.00000,776,802
16,194,0.36513,0.36513,0.48438,0.00000,0.00000,716,741
16,195,0.34927,0.34927,0.48828,0.00000,0.00000,735,761
16,196,0.35380,0.35380,0.48828,0.00000,0.00000,712,738
16,197,0.31153,0.31153,0.46484,0.00000,0.00000,818,844
16,198,0.32450,0.32450,0.46680,0.00000,0.00000,771,796
16,199,0.32543,0.32543,0.46875,0.00000,0.00000,791,817
16,200,0.39801,0.39801,0.47461,0.00000,0.00000,707,733
16,201,0.34952,0.34952,0.47461,0.00000,0.00000,841,866
16,202,0.31405,0.31405,0.46680,0.00000,0.00000,811,837
16,203,0.35014,0.35014,0.47656,0.00000,0.00000,759,785
16,204,0.35930,0.35930,0.48828,0.00000,0.00000,761,787
16,205,0.32032,0.32032,0.47656,0.00000,0.00000,817,843
16,206,0.31767,0.31767,0.47461,0.00000,0.00000,755,781
16,207,0.34136,0.34136,0.46680,0.00000,0.00000,773,798
16,208,0.33291,0.33291,0.46875,0.00000,0.00000,787,813
16,209,0.34498,0.34498,0.47070,0.00000,0.00000,779,805
16,210,0.35024,0.35024,0.49023,0.00000,0.00000,758,784
16,211,0.36876,0.36876,0.49414,0.00000,0.00000,730,756
16,212,0.33803,0.33803,0.48438,0.00000,0.00000,766,792
16,213,0.33621,0.33621,0.48242,0.00000,0.00000,816,842
16,214,0.36740,0.36740,0.47852,0.00000,0.00000,776,802
16,215,0.36194,0.36194,0.48828,0.00000,0.00000,772,798
16,216,0.32320,0.32320,0.46289,0.00000,0.00000,775,801
16,217,0.30661,0.30661,0.47461,0.00000,0.00000,798,824
16,218,0.33904,0.33904,0.47656,0.00000,0.00000,748,773
16,219,0.33382,0.33382,0.46094,0.00000,0.00000,793,818
16,220,0.32997,0.32997,0.46875,0.00000,0.00000,780,805
16,221,0.35276,0.35276,0.46680,0.00000,0.00000,773,799
16,222,0.32776,0.32776,0.46484,0.00000,0.00000,802,827
16,223,0.31948,0.31948,0.47266,0.00000,0.00000,801,827
16,224,0.35155,0.35155,0.47070,0.00000,0.00000,809,835
16,225,0.35395,0.35395,0.49609,0.00000,0.00000,785,811
16,226,0.34828,0.34828,0.46289,0.00000,0.00000,765,790
16,227,0.31628,0.31628,0.47070,0.00000,0.00000,760,786
16,228,0.36230,0.36230,0.47070,0.00000,0.00000,774,800
16,229,0.32293,0.32293,0.45508,0.00000,0.00000,779,805
16,230,0.34008,0.34008,0.46875,0.00000,0.00000,795,821
16,231,0.34423,0.34423,0.46875,0.00000,0.00000,784,810
16,232,0.37517,0.37517,0.49023,0.00000,0.00000,754,779
16,233,0.34350,0.34350,0.47852,0.00000,0.00000,732,757
16,234,0.34052,0.34052,0.48438,0.00000,0.00000,743,768
16,235,0.36302,0.36302,0.48242,0.00000,0.00000,754,779
16,236,0.34111,0.34111,0.48047,0.00000,0.00000,748,774
16,237,0.36564,0.36564,0.48438,0.00000,0.00000,764,790
16,238,0.31629,0.31629,0.47461,0.00000,0.00000,822,848
16,239,0.34488,0.34488,0.49609,0.00000,0.00000,779,805
16,240,0.34184,0.34184,0.47852,0.00000,0.00000,781,807
16,241,0.32956,0.32956,0.46289,0.00000,0.00000,774,800
16,242,0.29890,0.29890,0.46289,0.00000,0.00000,771,796
16,243,0.36813,0.36813,0.49805,0.00000,0.00000,805,831
16,244,0.32991,0.32991,0.47656,0.00000,0.00000,789,815
16,245,0.36238,0.36238,0.48633,0.00000,0.00000,780,805
16,246,0.32839,0.32839,0.47656,0.00000,0.00000,817,843
16,247,0.35189,0.35189,0.48633,0.00000,0.00000,757,783
16,248,0.33619,0.33619,0.46680,0.00000,0.00000,775,801
16,249,0.32826,0.32826,0.46680,0.00000,0.00000,774,800
16,250,0.34476,0.34476,0.49219,0.00000,0.00000,777,802
16,251,0.34329,0.34329,0.49414,0.00000,0.00000,726,752
16,252,0.34418,0.34418,0.47852,0.00000,0.00000,763,789
16,253,0.32031,0.32031,0.46875,0.00000,0.00000,737,762
16,254,0.35288,0.35288,0.45117,0.00000,0.00000,754,780
16,255,0.33330,0.33330,0.46289,0.00000,0.00000,749,775
16,256,0.34949,0.34949,0.46094,0.00000,0.00000,790,815
16,257,0.33957,0.33957,0.47266,0.00000,0.00000,761,787
16,258,0.32817,0.32817,0.47266,0.00000,0.00000,731,756
16,259,0.31745,0.31745,0.47656,0.00000,0.00000,816,842
16,260,0.35369,0.35369,0.48633,0.00000,0.00000,751,777
16,261,0.31860,0.31860,0.45703,0.00000,0.00000,775,800
16,262,0.35867,0.35867,0.47461,0.00000,0.00000,790,816
16,263,0.34848,0.34848,0.47656,0.00000,0.00000,754,780
16,264,0.34360,0.34360,0.47656,0.00000,0.00000,767,793
16,265,0.34306,0.34306,0.48633,0.00000,0.00000,797,823
16,266,0.35645,0.35645,0.46875,0.00000,0.00000,752,778
16,267,0.32770,0.32770,0.47266,0.00000,0.00000,776,802
16,268,0.32752,0.32752,0.46875,0.00000,0.00000,782,807
16,269,0.35078,0.35078,0.46875,0.00000,0.00000,790,816
16,270,0.32842,0.32842,0.47461,0.00000,0.00000,907,2826
16,271,0.36063,0.36063,0.49609,0.00000,0.00000,781,808
16,272,0.34019,0.34019,0.48047,0.00000,0.00000,820,846
16,273,0.34697,0.34697,0.49609,0.00000,0.00000,820,846
16,274,0.34667,0.34667,0.48047,0.00000,0.00000,771,797
16,275,0.33392,0.33392,0.45703,0.00000,0.00000,798,824
16,276,0.35838,0.35838,0.48242,0.00000,0.00000,800,825
16,277,0.34212,0.34212,0.47461,0.00000,0.00000,769,795
16,278,0.36578,0.36578,0.49219,0.00000,0.00000,781,806
16,279,0.34737,0.34737,0.49414,0.00000,0.00000,778,804
16,280,0.35419,0.35419,0.47461,0.00000,0.00000,775,800
16,281,0.34729,0.34729,0.47461,0.00000,0.00000,720,746
16,282,0.34104,0.34104,0.49805,0.00000,0.00000,810,836
16,283,0.33978,0.33978,0.47852,0.00000,0.00000,800,826
16,284,0.36241,0.36241,0.48828,0.00000,0.00000,793,819
16,285,0.32797,0.32797,0.46680,0.00000,0.00000,834,859
16,286,0.30701,0.30701,0.46680,0.00000,0.00000,755,781
16,287,0.31784,0.31784,0.47266,0.00000,0.00000,770,796
16,288,0.32264,0.32264,0.46875,0.00000,0.00000,751,777
16,289,0.34762,0.34762,0.48828,0.00000,0.00000,772,798
16,290,0.35626,0.35626,0.46289,0.00000,0.00000,776,801
16,291,0.34795,0.34795,0.47852,0.00000,0.00000,743,769
16,292,0.32160,0.32160,0.48047,0.00000,0.00000,783,808
16,293,0.34251,0.34251,0.48047,0.00000,0.00000,729,754
16,294,0.31903,0.31903,0.47461,0.00000,0.00000,729,755
16,295,0.32166,0.32166,0.47852,0.00000,0.00000,761,787
16,296,0.31701,0.31701,0.45703,0.00000,0.00000,940,965
16,297,0.36154,0.36154,0.48633,0.00000,0.00000,772,797
16,298,0.34453,0.34453,0.48633,0.00000,0.00000,748,774
16,299,0.35901,0.35901,0.49609,0.00000,0.00000,744,770
17,0,0.34665,0.34665,0.47266,0.00000,0.00000,769,794
17,1,0.32641,0.32641,0.46094,0.00000,0.00000,729,755
17,2,0.36755,0.36755,0.46094,0.00000,0.00000,792,818
17,3,0.36047,0.36047,0.48242,0.00000,0.00000,783,809
17,4,0.34141,0.34141,0.46094,0.00000,0.00000,828,853
17,5,0.33962,0.33962,0.47852,0.00000,0.00000,741,767
17,6,0.30968,0.30968,0.48047,0.00000,0.00000,809,834
17,7,0.33745,0.33745,0.48242,0.00000,0.00000,838,864
17,8,0.33094,0.33094,0.46289,0.00000,0.00000,760,786
17,9,0.34094,0.34094,0.46094,0.00000,0.00000,793,818
17,10,0.37168,0.37168,0.48242,0.00000,0.00000,770,796
17,11,0.34039,0.34039,0.49414,0.00000,0.00000,762,788
17,12,0.35233,0.35233,0.49219,0.00000,0.00000,757,783
17,13,0.30106,0.30106,0.47070,0.00000,0.00000,799,824
17,14,0.37609,0.37609,0.49609,0.00000,0.00000,766,792
17,15,0.34279,0.34279,0.47266,0.00000,0.00000,766,792
17,16,0.35154,0.35154,0.47461,0.00000,0.00000,746,772
17,17,0.36381,0.36381,0.49805,0.00000,0.00000,751,777
17,18,0.34887,0.34887,0.49023,0.00000,0.00000,782,807
17,19,0.32413,0.32413,0.47461,0.00000,0.00000,754,780
17,20,0.35212,0.35212,0.47852,0.00000,0.00000,762,788
17,21,0.35807,0.35807,0.47656,0.00000,0.00000,758,784
17,22,0.34902,0.34902,0.47852,0.00000,0.00000,768,794
17,23,0.33523,0.33523,0.47266,0.00000,0.00000,775,801
17,24,0.34630,0.34630,0.48242,0.00000,0.00000,808,833
17,25,0.33465,0.33465,0.48047,0.00000,0.00000,786,812
17,26,0.32816,0.32816,0.47656,0.00000,0.00000,808,834
17,27,0.32462,0.32462,0.46289,0.00000,0.00000,781,807
17,28,0.33971,0.33971,0.47070,0.00000,0.00000,774,800
17,29,0.32855,0.32855,0.46875,0.00000,0.00000,769,795
17,30,0.31613,0.31613,0.47656,0.00000,0.00000,722,748
17,31,0.33896,0.33896,0.48438,0.00000,0.00000,759,784
17,32,0.34241,0.34241,0.48633,0.00000,0.00000,779,804
17,33,0.36437,0.36437,0.47266,0.00000,0.00000,731,757
17,34,0.34552,0.34552,0.48047,0.00000,0.00000,781,806
17,35,0.36373,0.36373,0.48828,0.00000,0.00000,732,757
17,36,0.34789,0.34789,0.47266,0.00000,0.00000,810,836
17,37,0.37143,0.37143,0.49219,0.00000,0.00000,745,770
17,38,0.32298,0.32298,0.47266,0.00000,0.00000,774,800
17,39,0.34310,0.34310,0.47656,0.00000,0.00000,773,798
17,40,0.34321,0.34321,0.48242,0.00000,0.00000,764,789
17,41,0.31947,0.31947,0.48047,0.00000,0.00000,808,834
17,42,0.35235,0.35235,0.46875,0.00000,0.00000,727,753
17,43,0.31858,0.31858,0.46484,0.00000,0.00000,787,813
17,44,0.34246,0.34246,0.47070,0.00000,0.00000,788,814
17,45,0.32584,0.32584,0.48047,0.00000,0.00000,770,795
17,46,0.33867,0.33867,0.47266,0.00000,0.00000,786,811
17,47,0.34953,0.34953,0.48242,0.00000,0.00000,785,811
17,48,0.35488,0.35488,0.48242,0.00000,0.00000,769,795
17,49,0.36973,0.36973,0.48438,0.00000,0.00000,752,777
17,50,0.33308,0.33308,0.48047,0.00000,0.00000,770,796
17,51,0.33631,0.33631,0.48828,0.00000,0.00000,791,817
17,52,0.33120,0.33120,0.47852,0.00000,0.00000,789,814
17,53,0.36882,0.36882,0.48242,0.00000,0.00000,735,761
17,54,0.32353,0.32353,0.45508,0.00000,0.00000,783,809
17,55,0.34113,0.34113,0.47656,0.00000,0.00000,752,777
17,56,0.34994,0.34994,0.46680,0.00000,0.00000,782,808
17,57,0.33922,0.33922,0.48438,0.00000,0.00000,756,782
17,58,0.34070,0.34070,0.47266,0.00000,0.00000,800,826
17,59,0.33440,0.33440,0.46680,0.00000,0.00000,787,813
17,60,0.35410,0.35410,0.47852,0.00000,0.00000,745,771
17,61,0.34030,0.34030,0.46875,0.00000,0.00000,771,797
17,62,0.33738,0.33738,0.48828,0.00000,0.00000,768,794
